index,winery,wine,year,rating,num_reviews,region,type,body,acidity,price
6422,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
6423,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
6424,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
6425,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
6426,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Rioja,Rioja White,3,3,29.15
6427,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
6428,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
6429,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
6430,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
6431,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
6432,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
6433,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
6434,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
6435,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
6436,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
6437,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
6438,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
6439,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
6440,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
6441,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
6442,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
6443,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
6444,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
6445,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
6446,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
6447,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
6448,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
6449,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
6450,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
6451,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Rioja,Rioja White,3,3,29.15
6452,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
6453,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
6454,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
6455,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
6456,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
6457,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
6458,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
6459,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
6460,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
6461,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
6462,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
6463,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
6464,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
6465,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
6466,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
6467,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
6468,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
6469,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
6470,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
6471,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
6472,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
6473,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
6474,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
6475,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
6476,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Rioja,Rioja White,NA,NA,29.15
6477,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,NA,NA,17.5
6478,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,NA,NA,18.9
6479,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,NA,NA,23.95
6480,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,NA,NA,28.3
6481,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,NA,NA,45
6482,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,NA,NA,17.9
6483,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,NA,NA,16.78
6484,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,NA,NA,13.58
6485,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,NA,NA,37.9
6486,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,NA,NA,51.35
6487,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,NA,NA,22.99
6488,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
6489,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,NA,NA,7.1
6490,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,NA,NA,77.36
6491,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
6492,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,NA,NA,28.53
6493,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,NA,NA,27.89
6494,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,NA,NA,48.96
6495,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,NA,NA,61.94
6496,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,NA,NA,19.98
6497,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,NA,NA,16.76
6498,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,NA,NA,24.45
6499,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,NA,NA,64.5
6500,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,NA,NA,31.63
6501,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Rioja,Rioja White,3,3,29.15
6502,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
6503,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
6504,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
6505,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
6506,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
6507,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
6508,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
6509,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
6510,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
6511,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
6512,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
6513,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
6514,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
6515,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
6516,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
6517,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
6518,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
6519,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
6520,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
6521,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
6522,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
6523,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
6524,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
6525,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
6526,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Rioja,Rioja White,3,3,29.15
6527,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
6528,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
6529,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
6530,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
6531,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
6532,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
6533,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
6534,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
6535,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
6536,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
6537,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
6538,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
6539,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
6540,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
6541,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
6542,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
6543,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
6544,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
6545,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
6546,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
6547,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
6548,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
6549,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
6550,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
6551,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Rioja,Rioja White,3,3,29.15
6552,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
6553,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
6554,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
6555,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
6556,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
6557,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
6558,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
6559,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
6560,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
6561,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
6562,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
6563,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
6564,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
6565,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
6566,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
6567,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
6568,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
6569,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
6570,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
6571,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
6572,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
6573,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
6574,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
6575,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
6576,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Rioja,Rioja White,3,3,29.15
6577,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
6578,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
6579,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
6580,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
6581,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
6582,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
6583,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
6584,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
6585,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
6586,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
6587,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
6588,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
6589,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
6590,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
6591,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
6592,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
6593,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
6594,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
6595,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
6596,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
6597,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
6598,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
6599,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
6600,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
6601,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Rioja,Rioja White,3,3,29.15
6602,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
6603,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
6604,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
6605,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
6606,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
6607,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
6608,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
6609,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
6610,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
6611,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
6612,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
6613,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
6614,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
6615,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
6616,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
6617,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
6618,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
6619,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
6620,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
6621,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
6622,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
6623,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
6624,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
6625,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
6626,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Rioja,Rioja White,3,3,29.15
6627,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
6628,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
6629,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
6630,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
6631,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
6632,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
6633,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
6634,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
6635,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
6636,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
6637,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
6638,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
6639,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
6640,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
6641,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
6642,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
6643,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
6644,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
6645,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
6646,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
6647,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
6648,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
6649,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
6650,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
6651,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Rioja,Rioja White,3,3,29.15
6652,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
6653,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
6654,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
6655,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
6656,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
6657,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
6658,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
6659,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
6660,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
6661,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
6662,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
6663,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
6664,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
6665,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
6666,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
6667,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
6668,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
6669,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
6670,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
6671,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
6672,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
6673,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
6674,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
6675,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
6676,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Rioja,Rioja White,3,3,29.15
6677,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
6678,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
6679,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
6680,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
6681,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
6682,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
6683,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
6684,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
6685,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
6686,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
6687,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
6688,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
6689,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
6690,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
6691,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
6692,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
6693,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
6694,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
6695,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
6696,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
6697,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
6698,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
6699,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
6700,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
6701,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Rioja,Rioja White,3,3,29.15
